

DIRECTORY,g_total,g_solved,g_sat,g_unsat,g_unknown,g_time,g_mem,g_err,time_cpu,memory
cvc4_master4,1474,1469,15,1454,4,1,0,0,11988.9,15731.7
cvc4_bags4,1474,1260,10,1250,185,28,1,0,53597.8,122084.5



DIRECTORY,cvc4_master4,cvc4_bags4
benchmark,status,result,exit_code,time_cpu,memory,status,result,exit_code,time_cpu,memory
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/dl_traverse_loop_check_heap_access_22_4.smt2,ok,20,0,0.01,12.4,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/dl_traverse_loop_invariant_23_3.smt2,ok,20,0,0.79,24.4,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/dl_traverse_postcondition_of_dl_traverse_24_1.smt2,ok,20,0,0.05,15.2,ok,20,0,0.06,15.8
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_invariant_17_2.smt2,ok,20,0,0.02,2.4,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_invariant_30_2.smt2,ok,20,0,0.01,15.2,ok,20,0,0.0,2.5
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_loop_check_free_31_6.smt2,ok,20,0,0.24,19.0,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_loop_check_free_44_6.smt2,ok,20,0,0.03,15.8,ok,20,0,0.03,2.6
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_loop_check_heap_access_23_4.smt2,ok,20,0,0.0,0.0,ok,30,0,0.09,23.9
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_loop_check_heap_access_27_8.smt2,ok,20,0,0.0,0.0,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_loop_check_heap_access_27_8_1.smt2,ok,20,0,0.0,0.0,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_loop_check_heap_access_29_8.smt2,ok,20,0,0.01,2.1,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_loop_check_heap_access_36_4.smt2,ok,20,0,0.0,2.4,to,,2,1200.09,57.5
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_loop_check_heap_access_40_8.smt2,ok,20,0,0.0,0.0,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_loop_invariant_35_3.smt2,ok,20,0,0.2,20.7,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_loop_invariant_48_3.smt2,ok,20,0,0.94,25.1,ok,20,0,0.06,17.8
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_postcondition_of_filter_36_1.smt2,ok,20,0,0.69,24.1,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/filter_postcondition_of_filter_49_1.smt2,ok,20,0,1.13,27.1,ok,20,0,0.12,24.1
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/find_check_heap_access_19_2.smt2,ok,20,0,0.01,11.7,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/find_check_heap_access_22_4.smt2,ok,20,0,0.06,18.4,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/find_last_check_heap_access_14_2.smt2,ok,20,0,0.01,14.4,ok,30,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/find_last_postcondition_of_find_last_18_4.smt2,ok,20,0,0.09,18.4,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/find_last_postcondition_of_find_last_20_4.smt2,ok,20,0,0.0,0.0,ok,30,0,0.1,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/find_last_postcondition_of_find_last_22_1.smt2,ok,20,0,0.0,0.0,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/find_last_precondition_of_find_last_17_10.smt2,ok,20,0,0.01,9.0,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/find_postcondition_of_find_26_1.smt2,ok,20,0,0.39,22.8,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/find_precondition_of_find_21_11.smt2,ok,20,0,0.0,0.0,ok,20,0,0.0,0.0
/barrett/scratch/mahgoubyahia/sets/grassbench201401/sets/insert_check_heap_access_25_4.smt2,ok,20,0,0.0,2.5,ok,20,0,0.0,0.0
